(('3', '3', '3'), 24381)
(('45', '5', '192'), 6)
(('192', '197', '197'), 6)
(('13', '175', '54'), 6)
(('202', '168', '102'), 6)
(('3', '45', '64'), 6)
(('140', '3', '175'), 6)
(('197', '45', '6'), 6)
(('168', '102', '331'), 6)
(('6', '42', '221'), 6)
(('78', '78', '42'), 6)
(('118', '45', '6'), 6)
(('196', '10', '6'), 6)
(('4', '4', '38'), 6)
(('162', '54', '122'), 6)
(('7', '4', '7'), 6)
(('221', '118', '6'), 6)
(('221', '3', '45'), 6)
(('168', '168', '7'), 6)
(('4', '268', '268'), 6)
(('221', '4', '240'), 6)
(('10', '10', '118'), 6)
(('195', '33', '120'), 6)
(('268', '268', '268'), 6)
(('91', '3', '33'), 6)
(('3', '195', '91'), 6)
(('102', '6', '78'), 6)
(('114', '120', '195'), 6)
(('7', '91', '195'), 6)
(('3', '142', '142'), 6)
(('85', '85', '174'), 6)
(('41', '221', '63'), 6)
(('41', '54', '212'), 6)
(('4', '221', '168'), 6)
(('3', '221', '140'), 6)
(('192', '45', '78'), 6)
(('12', '195', '6'), 6)
(('197', '197', '5'), 6)
(('4', '33', '265'), 6)
(('140', '45', '175'), 6)
(('174', '6', '91'), 6)
(('102', '122', '33'), 6)
(('4', '195', '220'), 6)
(('142', '142', '174'), 6)
(('114', '120', '221'), 6)
(('114', '114', '195'), 6)
(('42', '3', '6'), 6)
(('6', '39', '196'), 6)
(('6', '6', '240'), 6)
(('5', '140', '195'), 6)
(('168', '54', '168'), 6)
(('195', '307', '175'), 6)
(('140', '3', '219'), 6)
(('168', '168', '221'), 6)
(('195', '3', '33'), 6)
(('331', '4', '240'), 6)
(('140', '191', '221'), 6)
(('202', '175', '13'), 6)
(('54', '54', '197'), 6)
(('102', '13', '168'), 6)
(('197', '192', '168'), 6)
(('162', '195', '162'), 6)
(('175', '208', '175'), 6)
(('4', '140', '5'), 6)
(('240', '240', '45'), 6)
(('5', '125', '5'), 6)
(('45', '221', '197'), 6)
(('192', '4', '13'), 6)
(('197', '195', '6'), 6)
(('331', '4', '168'), 6)
(('197', '63', '41'), 6)
(('192', '13', '195'), 6)
(('125', '175', '5'), 6)
(('6', '240', '78'), 6)
(('91', '102', '221'), 6)
(('125', '125', '175'), 6)
(('38', '78', '175'), 6)
(('174', '3', '45'), 6)
(('191', '221', '63'), 6)
(('142', '4', '4'), 6)
(('6', '11', '33'), 6)
(('212', '15', '54'), 6)
(('4', '265', '78'), 6)
(('27', '174', '13'), 6)
(('140', '195', '192'), 6)
(('102', '102', '42'), 6)
(('122', '4', '5'), 6)
(('54', '45', '192'), 6)
(('192', '5', '33'), 6)
(('168', '42', '4'), 6)
(('122', '331', '120'), 6)
(('54', '5', '6'), 6)
(('168', '331', '4'), 6)
(('125', '192', '5'), 6)
(('168', '45', '45'), 6)
(('42', '120', '7'), 6)
(('63', '41', '221'), 6)
(('5', '195', '33'), 6)
(('175', '4', '195'), 6)
(('197', '6', '13'), 6)
(('168', '265', '42'), 6)
(('175', '195', '45'), 6)
(('3', '38', '78'), 6)
(('45', '3', '5'), 6)
(('6', '3', '125'), 6)
(('33', '3', '125'), 6)
(('6', '7', '6'), 6)
(('91', '192', '5'), 6)
(('5', '13', '5'), 6)
(('4', '176', '3'), 6)
(('195', '168', '54'), 6)
(('10', '10', '91'), 6)
(('4', '91', '45'), 6)
(('33', '5', '45'), 6)
(('125', '125', '33'), 6)
(('192', '195', '3'), 6)
(('240', '6', '168'), 6)
(('168', '292', '292'), 6)
(('168', '168', '54'), 6)
(('6', '91', '340'), 6)
(('265', '168', '5'), 6)
(('120', '174', '174'), 6)
(('10', '5', '4'), 6)
(('4', '4', '13'), 6)
(('7', '308', '7'), 6)
(('5', '125', '45'), 6)
(('221', '42', '120'), 6)
(('3', '91', '197'), 6)
(('54', '3', '45'), 6)
(('192', '5', '125'), 6)
(('174', '191', '45'), 6)
(('195', '140', '6'), 6)
(('91', '340', '340'), 6)
(('4', '3', '54'), 6)
(('15', '54', '54'), 6)
(('78', '265', '196'), 6)
(('45', '45', '33'), 6)
(('221', '102', '4'), 6)
(('91', '141', '6'), 6)
(('162', '162', '195'), 6)
(('168', '265', '4'), 6)
(('174', '5', '5'), 6)
(('240', '3', '265'), 6)
(('221', '6', '240'), 6)
(('3', '6', '85'), 6)
(('10', '91', '4'), 6)
(('265', '5', '4'), 6)
(('6', '54', '6'), 6)
(('122', '174', '174'), 6)
(('13', '102', '168'), 6)
(('33', '192', '3'), 6)
(('20', '33', '5'), 6)
(('45', '45', '66'), 6)
(('33', '195', '140'), 6)
(('91', '197', '195'), 6)
(('4', '175', '5'), 6)
(('240', '42', '120'), 6)
(('3', '45', '4'), 6)
(('175', '3', '120'), 6)
(('91', '199', '5'), 6)
(('91', '45', '174'), 6)
(('6', '54', '197'), 6)
(('197', '6', '125'), 6)
(('265', '240', '4'), 6)
(('33', '3', '91'), 6)
(('7', '120', '7'), 6)
(('102', '102', '122'), 6)
(('4', '122', '122'), 6)
(('125', '5', '197'), 6)
(('45', '33', '196'), 6)
(('114', '6', '120'), 6)
(('221', '221', '41'), 6)
(('45', '140', '195'), 6)
(('45', '66', '20'), 6)
(('33', '192', '197'), 6)
(('45', '175', '42'), 6)
(('102', '102', '195'), 6)
(('3', '6', '201'), 6)
(('102', '146', '146'), 6)
(('91', '195', '4'), 6)
(('240', '3', '3'), 6)
(('11', '3', '3'), 6)
(('3', '13', '13'), 6)
(('195', '125', '125'), 6)
(('174', '42', '120'), 6)
(('54', '102', '102'), 6)
(('45', '78', '13'), 6)
(('255', '265', '256'), 6)
(('140', '140', '120'), 6)
(('39', '196', '5'), 6)
(('4', '33', '3'), 6)
(('4', '4', '197'), 6)
(('195', '3', '91'), 6)
(('175', '5', '3'), 6)
(('142', '174', '3'), 6)
(('174', '120', '3'), 6)
(('5', '120', '63'), 6)
(('78', '42', '160'), 6)
(('195', '4', '78'), 6)
(('4', '221', '78'), 6)
(('197', '6', '192'), 6)
(('195', '42', '41'), 6)
(('54', '212', '15'), 6)
(('200', '201', '202'), 6)
(('6', '195', '199'), 6)
(('5', '5', '168'), 6)
(('33', '5', '4'), 6)
(('175', '195', '6'), 6)
(('201', '199', '3'), 6)
(('125', '45', '3'), 6)
(('13', '45', '5'), 6)
(('3', '197', '54'), 6)
(('3', '195', '33'), 6)
(('3', '140', '191'), 6)
(('220', '5', '3'), 6)
(('45', '13', '195'), 6)
(('192', '3', '91'), 6)
(('13', '78', '265'), 6)
(('7', '3', '102'), 6)
(('7', '6', '6'), 6)
(('6', '240', '4'), 6)
(('196', '195', '40'), 6)
(('6', '45', '91'), 6)
(('221', '41', '41'), 6)
(('3', '4', '308'), 6)
(('5', '240', '5'), 6)
(('197', '140', '45'), 6)
(('192', '45', '195'), 6)
(('201', '202', '175'), 6)
(('33', '195', '197'), 6)
(('3', '91', '195'), 6)
(('41', '41', '6'), 6)
(('140', '6', '33'), 6)
(('120', '7', '174'), 6)
(('3', '168', '54'), 6)
(('301', '301', '300'), 6)
(('120', '114', '6'), 6)
(('41', '6', '6'), 6)
(('6', '7', '4'), 6)
(('201', '195', '201'), 6)
(('175', '120', '120'), 6)
(('195', '199', '54'), 6)
(('42', '175', '3'), 6)
(('13', '3', '3'), 6)
(('125', '125', '258'), 6)
(('41', '41', '54'), 6)
(('195', '162', '162'), 6)
(('168', '5', '3'), 6)
(('78', '45', '195'), 6)
(('199', '200', '201'), 6)
(('221', '168', '6'), 6)
(('54', '265', '168'), 6)
(('265', '4', '13'), 6)
(('4', '4', '122'), 6)
(('122', '122', '331'), 6)
(('180', '91', '91'), 6)
(('6', '12', '195'), 6)
(('102', '5', '197'), 6)
(('54', '122', '4'), 6)
(('102', '3', '240'), 6)
(('7', '174', '3'), 6)
(('221', '220', '195'), 6)
(('142', '3', '38'), 6)
(('195', '5', '120'), 6)
(('3', '33', '265'), 6)
(('140', '140', '78'), 6)
(('45', '3', '4'), 6)
(('221', '175', '174'), 6)
(('195', '6', '196'), 5)
(('91', '6', '192'), 5)
(('195', '78', '5'), 5)
(('3', '7', '195'), 5)
(('6', '33', '197'), 5)
(('221', '197', '221'), 5)
(('4', '3', '195'), 5)
(('221', '102', '201'), 5)
(('221', '4', '6'), 5)
(('120', '7', '6'), 5)
(('221', '66', '54'), 5)
(('195', '195', '102'), 5)
(('45', '199', '200'), 5)
(('5', '142', '3'), 5)
(('33', '175', '120'), 5)
(('91', '38', '6'), 5)
(('12', '5', '221'), 5)
(('3', '221', '197'), 5)
(('10', '10', '5'), 5)
(('142', '7', '120'), 5)
(('199', '201', '33'), 5)
(('3', '7', '240'), 5)
(('220', '195', '196'), 5)
(('78', '3', '168'), 5)
(('120', '7', '195'), 5)
(('4', '102', '6'), 5)
(('168', '33', '168'), 5)
(('4', '140', '13'), 5)
(('120', '7', '5'), 5)
(('7', '78', '168'), 5)
(('168', '13', '168'), 5)
(('3', '7', '174'), 5)
(('197', '3', '91'), 5)
(('7', '7', '195'), 5)
(('174', '3', '7'), 5)
(('3', '140', '4'), 5)
(('219', '311', '78'), 5)
(('265', '265', '6'), 5)
(('301', '301', '221'), 5)
(('119', '265', '102'), 5)
(('265', '240', '219'), 5)
(('141', '141', '45'), 5)
(('140', '6', '5'), 5)
(('174', '6', '63'), 5)
(('301', '220', '301'), 5)
(('168', '119', '265'), 5)
(('42', '120', '142'), 5)
(('197', '4', '220'), 5)
(('6', '221', '195'), 5)
(('221', '240', '168'), 5)
(('102', '5', '6'), 5)
(('221', '221', '13'), 5)
(('5', '140', '5'), 5)
(('125', '174', '174'), 5)
(('192', '6', '168'), 5)
(('196', '10', '5'), 5)
(('4', '175', '120'), 5)
(('91', '3', '140'), 5)
(('4', '33', '195'), 5)
(('168', '7', '168'), 5)
(('7', '240', '5'), 5)
(('45', '192', '192'), 5)
(('85', '196', '5'), 5)
(('45', '175', '120'), 5)
(('102', '5', '221'), 5)
(('60', '5', '221'), 5)
(('175', '7', '3'), 5)
(('7', '308', '4'), 5)
